volume,volume_weighted_average_price,open,close,high,low,time,number_transactions
704.0075266500007,2793.2003,2789.62,2792.12,2798.68,2789.2,1643760000000,2339
571.6253322500006,2787.0897,2792.38,2789.35,2793.41,2782.65,1643760300000,2019
394.0237984500003,2795.8924,2789.61,2795.83,2802.02,2788.6,1643760600000,1863
702.622804460001,2800.4386,2795.58,2799.73,2806.21,2794.4,1643760900000,2076
440.31235980000014,2798.8902,2799.29,2793.47,2803.67,2793.03,1643761200000,1766
340.45620928999995,2796.6526,2793.47,2793.31,2800.69,2791.76,1643761500000,1719
2083.2839253099955,2777.4157,2793.31,2775.23,2794.22,2769.68,1643761800000,3100
2615.0958779799953,2769.0765,2775.33,2764.72,2780.47,2761.7,1643762100000,3209
746.2697992400007,2767.1307,2765.23,2769.49,2771.05,2763.07,1643762400000,1819
684.8928354800007,2773.4552,2769.34,2783.08,2783.58,2765.19,1643762700000,2121
431.89982816000037,2781.757,2783.07,2779.83,2786.0,2778.28,1643763000000,1624
851.4707788499985,2774.0163,2779.71,2774.42,2779.79,2770.07,1643763300000,2332
491.2889786700001,2772.0063,2774.62,2766.66,2778.38,2765.91,1643763600000,1808
689.7033540299996,2773.2168,2766.75,2778.92,2780.0,2764.76,1643763900000,1878
362.03667047000016,2778.8958,2779.01,2779.9,2782.08,2776.31,1643764200000,1502
1267.15417719,2772.2089,2779.89,2767.04,2779.92,2765.17,1643764500000,2380
1047.0039472799992,2763.3653,2767.13,2762.12,2769.33,2758.57,1643764800000,2769
980.0798340499998,2757.2802,2762.26,2757.64,2762.56,2751.48,1643765100000,2475
1561.8712007799982,2751.3809,2757.56,2752.91,2758.37,2743.83,1643765400000,3179
513.3255077300003,2754.4777,2752.93,2759.14,2759.62,2750.1,1643765700000,1773
430.28668565000055,2757.8483,2759.2,2757.14,2760.62,2756.3,1643766000000,1716
468.26143675000054,2759.326,2757.37,2757.63,2763.14,2756.73,1643766300000,1685
354.3049906599998,2758.0024,2757.63,2754.3,2761.34,2753.96,1643766600000,1559
330.2522774500001,2756.9385,2754.57,2758.36,2760.16,2754.3,1643766900000,1552
1128.83753458,2752.3338,2758.4,2745.88,2761.0,2741.1,1643767200000,2804
595.77040791,2750.5251,2746.16,2753.27,2754.35,2745.74,1643767500000,2073
546.8126946499998,2757.6299,2753.17,2762.67,2762.93,2752.57,1643767800000,1922
522.4633200600001,2765.3746,2762.88,2767.31,2767.82,2760.65,1643768100000,1693
1041.2751247099993,2773.881,2767.36,2776.52,2778.57,2766.99,1643768400000,2416
494.9243884400005,2774.8632,2776.2,2775.02,2777.54,2773.18,1643768700000,1658
373.1261687000001,2773.2264,2775.2,2775.5,2776.67,2770.2,1643769000000,1915
209.13031235999992,2775.6853,2775.51,2775.23,2777.55,2774.3,1643769300000,1437
333.60986018999995,2776.1581,2775.6,2776.54,2780.1,2773.2,1643769600000,1283
367.0215047300002,2777.5681,2776.62,2776.9,2779.09,2775.6,1643769900000,1382
219.49614200999977,2775.9768,2776.53,2778.86,2779.93,2773.17,1643770200000,1713
438.25044015000014,2779.1574,2778.87,2777.43,2782.1,2776.61,1643770500000,1802
431.39442511000004,2779.5865,2777.62,2781.77,2781.9,2776.4,1643770800000,1676
450.23519682000006,2779.9314,2781.54,2780.64,2782.69,2777.36660823,1643771100000,1748
1662.1847617300002,2788.2119,2780.38,2792.2,2798.33,2778.81,1643771400000,2952
870.0490217600006,2793.5808,2794.08,2790.3,2798.61,2788.7,1643771700000,2154
