volume,volume_weighted_average_price,open,close,high,low,time,number_transactions
1030.631631260002,2490.923,2491.29,2494.9,2497.8,2480.33,1646697600000,3082
1308.80517664,2501.3287,2495.7,2501.89,2507.9,2491.82,1646697900000,3318
1146.0936480200003,2495.3377,2501.9,2504.01,2506.9,2484.67,1646698200000,3412
2072.0578582099934,2511.4411,2504.18105602,2505.15,2518.8,2499.14,1646698500000,3459
861.7322655700013,2512.0965,2505.41,2514.86,2517.0,2504.24,1646698800000,2625
532.0129310200006,2514.6333,2514.97,2512.84942389,2518.9,2510.74,1646699100000,2205
650.2625074500011,2517.3615,2510.5,2518.26,2522.4,2509.25,1646699400000,2215
774.3753631600011,2517.7188,2519.9,2519.7,2522.29487493,2514.17,1646699700000,2359
420.39675974000073,2517.7997,2519.88,2519.02,2522.9,2514.19,1646700000000,1807
735.7724287100007,2524.2022,2518.79,2524.19,2529.6,2516.05,1646700300000,2436
584.8623148700012,2524.5695,2524.18,2521.46,2527.42349804,2521.01,1646700600000,2097
537.6377603300002,2519.7394,2521.69,2519.74,2524.72,2515.69,1646700900000,1972
1200.3683944100005,2515.6639,2519.74,2515.56,2520.2,2511.98,1646701200000,2605
1183.5759662499988,2510.9851,2515.44,2515.24,2516.9,2505.22,1646701500000,2762
3480.3365951899823,2537.0667,2514.88,2535.15,2550.3,2512.13,1646701800000,6126
1435.5687435199998,2537.9165,2535.27,2536.12,2543.0,2533.04,1646702100000,2761
1229.5614486600002,2532.3465,2535.58,2535.90127963,2536.6,2528.4,1646702400000,2772
878.226718290002,2538.758,2535.51,2536.77,2542.4,2535.49,1646702700000,2273
839.1169888700001,2539.7443,2536.81,2540.28,2543.5,2536.57,1646703000000,2128
1460.8113990099955,2529.4224,2540.29,2517.14,2541.8,2514.67,1646703300000,3596
918.22136559,2527.1556,2516.99,2527.82,2535.07,2516.61,1646703600000,2490
853.9304941899982,2530.6992,2527.84,2532.54,2533.9,2525.56,1646703900000,1764
582.6912962000006,2533.8536,2532.37,2532.79,2536.7,2530.74,1646704200000,1797
387.4668559000005,2530.7968,2532.79,2523.46,2536.07036848,2523.36,1646704500000,1752
904.8046610399982,2521.5727,2523.61,2517.94,2526.8,2517.16,1646704800000,2528
482.44424901000065,2517.4714,2517.83,2521.27,2522.8,2514.06,1646705100000,2012
684.8294145099983,2525.0569,2521.28,2530.02,2531.6,2518.07,1646705400000,2063
449.15314779000073,2532.2693,2529.91,2531.09,2534.9,2529.41,1646705700000,2382
371.15929094000006,2532.8899,2530.73,2532.26,2535.9,2530.45,1646706000000,1887
301.69434049999995,2531.9736,2532.15,2534.38,2535.44420869,2527.88,1646706300000,1872
345.87616153999954,2534.8714,2534.39,2533.83,2537.2,2532.22,1646706600000,1847
994.9611521999992,2528.5721,2534.16,2530.56,2535.7,2523.78,1646706900000,2134
2161.113687319991,2548.888,2530.56,2558.17,2566.22,2527.72,1646707200000,4620
2412.312780579991,2565.2755,2558.17,2561.35,2573.0,2553.98,1646707500000,4669
1069.5925541300023,2554.4836,2561.34,2552.89,2563.8,2549.7,1646707800000,3025
1098.4264521399984,2549.8011,2552.9,2546.79,2556.7,2545.75,1646708100000,2635
453.76269910000053,2547.8252,2546.62,2550.87,2551.4,2544.76,1646708400000,1919
392.04055840000046,2550.7545,2550.87,2548.02,2554.1,2547.45,1646708700000,1740
546.8139335500008,2548.6496,2547.47,2551.37,2553.5,2545.63,1646709000000,1838
302.3231164400002,2551.6843,2552.0,2551.3,2554.0,2549.36,1646709300000,1572
565.0964790100006,2546.2456,2550.54,2549.63,2551.3,2541.5,1646709600000,1861
1340.4919574899973,2546.4697,2549.63,2546.54,2550.29,2544.04,1646709900000,1601
280.57820828000024,2544.4904,2547.05,2543.6,2548.42,2539.58,1646710200000,1726
